PAW protein_summary_9 results file
written: Sun Apr  7 21:52:34 2019

 	=subtotal(109,B6:B10653)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
5602.0	1	sp|Q68E01|INT3_HUMAN	 	24.7	1043	118069	Integrator complex subunit 3 OS=Homo sapiens OX=9606 GN=INTS3 PE=1 SV=1	68	68	1.000	24	25	19	24	25	19	24.000	25.000	19.000	 
5603.0	1	sp|Q68EA5|ZNF57_HUMAN	 	7.9	555	64427	Zinc finger protein 57 OS=Homo sapiens OX=9606 GN=ZNF57 PE=2 SV=3	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000	 
5604.0	1	sp|Q68EM7|RHG17_HUMAN	 	41.9	881	95436	Rho GTPase-activating protein 17 OS=Homo sapiens OX=9606 GN=ARHGAP17 PE=1 SV=1	216	211	0.977	79	74	63	77	73	61	78.974	74.000	63.000	sp|Q17R89|RHG44_HUMAN, sp|Q68EM7|RHG17_HUMAN
5605.0	1	sp|Q69YH5|CDCA2_HUMAN	 	31.8	1023	112675	Cell division cycle-associated protein 2 OS=Homo sapiens OX=9606 GN=CDCA2 PE=1 SV=2	44	44	1.000	15	14	15	15	14	15	15.000	14.000	15.000	 
5606.0	1	sp|Q69YI7|NAIF1_HUMAN	 	16.2	327	35164	Nuclear apoptosis-inducing factor 1 OS=Homo sapiens OX=9606 GN=NAIF1 PE=1 SV=1	17	17	1.000	7	4	6	7	4	6	7.000	4.000	6.000	 
5607.0	1	sp|Q69YN2|C19L1_HUMAN	 	44.8	538	60618	CWF19-like protein 1 OS=Homo sapiens OX=9606 GN=CWF19L1 PE=1 SV=2	99	99	1.000	33	34	32	33	34	32	33.000	34.000	32.000	 
5608.0	1	sp|Q69YN4|VIR_HUMAN	 	27.2	1812	202023	Protein virilizer homolog OS=Homo sapiens OX=9606 GN=VIRMA PE=1 SV=2	189	189	1.000	69	70	50	69	70	50	69.000	70.000	50.000	 
5609.0	1	sp|Q69YQ0|CYTSA_HUMAN	 	32.6	1117	124601	Cytospin-A OS=Homo sapiens OX=9606 GN=SPECC1L PE=1 SV=2	112	94	0.839	43	33	36	36	28	30	38.191	29.489	32.093	sp|P35241|RADI_HUMAN, sp|Q69YQ0|CYTSA_HUMAN
5610.0	1	sp|Q69YU5|CL073_HUMAN	 	26.8	71	8022	Uncharacterized protein C12orf73 OS=Homo sapiens OX=9606 GN=C12orf73 PE=3 SV=2	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000	 
5611.0	1	sp|Q6AHZ1|Z518A_HUMAN	 	17.3	1483	166780	Zinc finger protein 518A OS=Homo sapiens OX=9606 GN=ZNF518A PE=1 SV=2	48	48	1.000	17	14	17	17	14	17	17.000	14.000	17.000	 
5612.0	1	sp|Q6AI08|HEAT6_HUMAN	 	14.4	1181	128780	HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1	36	36	1.000	13	10	13	13	10	13	13.000	10.000	13.000	 
5613.0	1	sp|Q6AI12|ANR40_HUMAN	 	9.8	368	41088	Ankyrin repeat domain-containing protein 40 OS=Homo sapiens OX=9606 GN=ANKRD40 PE=1 SV=2	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
5614.0	1	sp|Q6AI39|BICRL_HUMAN	 	8.9	1079	115083	BRD4-interacting chromatin-remodeling complex-associated protein-like OS=Homo sapiens OX=9606 GN=BICRAL PE=1 SV=2	21	21	1.000	8	7	6	8	7	6	8.000	7.000	6.000	 
5615.0	1	sp|Q6AW86|Z324B_HUMAN	 	7.5	544	60601	Zinc finger protein 324B OS=Homo sapiens OX=9606 GN=ZNF324B PE=1 SV=1	6	1	0.167	1	3	2	0	1	0	0.000	1.667	0.000	sp|O75467|Z324A_HUMAN, sp|Q6AW86|Z324B_HUMAN
5616.0	1	sp|Q6AZW8|ZN660_HUMAN	 	11.5	331	38270	Zinc finger protein 660 OS=Homo sapiens OX=9606 GN=ZNF660 PE=1 SV=1	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
5617.0	1	sp|Q6AZZ1|TRI68_HUMAN	 	5.8	485	56259	E3 ubiquitin-protein ligase TRIM68 OS=Homo sapiens OX=9606 GN=TRIM68 PE=1 SV=1	6	5	0.833	1	3	2	1	2	2	1.000	2.087	2.000	sp|O00478|BT3A3_HUMAN, sp|O00481|BT3A1_HUMAN, sp|Q6AZZ1|TRI68_HUMAN, sp|Q96F44|TRI11_HUMAN
5618.0	1	sp|Q6BDS2|URFB1_HUMAN	 	21.9	1440	159483	UHRF1-binding protein 1 OS=Homo sapiens OX=9606 GN=UHRF1BP1 PE=1 SV=1	61	56	0.918	24	17	20	22	16	18	23.073	16.390	19.500	REV_Q9ULU4, sp|A0JNW5|UH1BL_HUMAN, sp|Q6BDS2|URFB1_HUMAN
5619.0	1	sp|Q6DCA0|AMERL_HUMAN	 	11.0	310	34499	AMMECR1-like protein OS=Homo sapiens OX=9606 GN=AMMECR1L PE=1 SV=1	7	7	1.000	3	3	1	3	3	1	3.000	3.000	1.000	 
5620.0	1	sp|Q6DD87|ZN787_HUMAN	 	28.0	382	40428	Zinc finger protein 787 OS=Homo sapiens OX=9606 GN=ZNF787 PE=1 SV=4	43	43	1.000	12	20	11	12	20	11	12.000	20.000	11.000	 
5621.0	1	sp|Q6DD88|ATLA3_HUMAN	 	42.1	541	60541	Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1	266	266	1.000	98	86	82	98	86	82	98.000	86.000	82.000	 
5622.0	1	sp|Q6DHV7|ADAL_HUMAN	 	20.8	355	40263	Adenosine deaminase-like protein OS=Homo sapiens OX=9606 GN=ADAL PE=2 SV=2	22	22	1.000	9	5	8	9	5	8	9.000	5.000	8.000	 
5623.0	1	sp|Q6DKI1|RL7L_HUMAN	 	33.3	255	29669	60S ribosomal protein L7-like 1 OS=Homo sapiens OX=9606 GN=RPL7L1 PE=1 SV=2	66	66	1.000	26	19	21	26	19	21	26.000	19.000	21.000	 
5624.0	1	sp|Q6DKK2|TTC19_HUMAN	 	37.4	380	42456	Tetratricopeptide repeat protein 19, mitochondrial OS=Homo sapiens OX=9606 GN=TTC19 PE=1 SV=4	53	53	1.000	22	16	15	22	16	15	22.000	16.000	15.000	 
5625.0	1	sp|Q6DN03|H2B2C_HUMAN	 	21.8	193	21472	Putative histone H2B type 2-C OS=Homo sapiens OX=9606 GN=HIST2H2BC PE=5 SV=3	546	13	0.024	204	163	179	4	7	2	164.000	163.000	165.667	sp|O60814|H2B1K_HUMAN, sp|P06899|H2B1J_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q6DN03|H2B2C_HUMAN, sp|Q8N257|H2B3B_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
5625.01	1	sp|Q6DRA6|H2B2D_HUMAN	redundant	25.6	164	18018	Putative histone H2B type 2-D OS=Homo sapiens OX=9606 GN=HIST2H2BD PE=5 SV=3	546	13	0.024	204	163	179	4	7	2	164.000	163.000	165.667	sp|O60814|H2B1K_HUMAN, sp|P06899|H2B1J_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q6DN03|H2B2C_HUMAN, sp|Q8N257|H2B3B_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|Q99880|H2B1L_HUMAN
5626.0	1	sp|Q6DN12|MCTP2_HUMAN	 	6.0	878	99594	Multiple C2 and transmembrane domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MCTP2 PE=1 SV=3	12	12	1.000	5	4	3	5	4	3	5.000	4.000	3.000	 
5627.0	1	sp|Q6DN14|MCTP1_HUMAN	 	2.6	999	111623	Multiple C2 and transmembrane domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MCTP1 PE=2 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	 
5628.0	1	sp|Q6DN90|IQEC1_HUMAN	 	31.4	963	108313	IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IQSEC1 PE=1 SV=1	110	96	0.873	33	47	30	30	41	25	32.432	45.731	28.788	sp|Q5JU85|IQEC2_HUMAN, sp|Q6DN90|IQEC1_HUMAN
5629.0	1	sp|Q6DT37|MRCKG_HUMAN	 	3.2	1551	172457	Serine/threonine-protein kinase MRCK gamma OS=Homo sapiens OX=9606 GN=CDC42BPG PE=1 SV=2	4	2	0.500	1	2	1	1	1	0	1.000	1.018	0.000	sp|Q6DT37|MRCKG_HUMAN, sp|Q9Y5S2|MRCKB_HUMAN
5630.0	1	sp|Q6EEV6|SUMO4_HUMAN	 	23.2	95	10685	Small ubiquitin-related modifier 4 OS=Homo sapiens OX=9606 GN=SUMO4 PE=1 SV=2	155	4	0.026	57	52	46	2	1	1	3.392	1.593	1.529	sp|P55854|SUMO3_HUMAN, sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN
5631.0	1	sp|Q6EKJ0|GTD2B_HUMAN	 	8.3	949	107232	General transcription factor II-I repeat domain-containing protein 2B OS=Homo sapiens OX=9606 GN=GTF2IRD2B PE=1 SV=1	13	4	0.308	5	4	4	2	0	2	2.030	0.000	2.021	sp|P78347|GTF2I_HUMAN, sp|Q6EKJ0|GTD2B_HUMAN
5632.0	1	sp|Q6F5E8|CARL2_HUMAN	 	22.1	1435	154687	Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens OX=9606 GN=CARMIL2 PE=1 SV=2	87	87	1.000	30	35	22	30	35	22	30.000	35.000	22.000	 
5633.0	1	sp|Q6FI13|H2A2A_HUMAN	 	65.4	130	14095	Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=HIST2H2AA4 PE=1 SV=3	1007	176	0.175	350	328	329	55	64	57	209.749	210.004	195.096	sp|P0C0S5|H2AZ_HUMAN, sp|P16104|H2AX_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q8IUE6|H2A2B_HUMAN
5634.0	1	sp|Q6FI81|CPIN1_HUMAN	 	59.0	312	33582	Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2	140	140	1.000	46	49	45	46	49	45	46.000	49.000	45.000	 
5635.0	1	sp|Q6FIF0|ZFAN6_HUMAN	 	24.5	208	22555	AN1-type zinc finger protein 6 OS=Homo sapiens OX=9606 GN=ZFAND6 PE=1 SV=2	21	17	0.810	7	9	5	5	8	4	6.111	8.889	4.571	sp|O76080|ZFAN5_HUMAN, sp|Q6FIF0|ZFAN6_HUMAN
5636.0	1	sp|Q6GMV2|SMYD5_HUMAN	 	27.0	418	47340	SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2	21	21	1.000	4	9	8	4	9	8	4.000	9.000	8.000	 
5637.0	1	sp|Q6GMV3|PTRD1_HUMAN	 	30.7	140	15805	Putative peptidyl-tRNA hydrolase PTRHD1 OS=Homo sapiens OX=9606 GN=PTRHD1 PE=1 SV=1	37	37	1.000	16	11	10	16	11	10	16.000	11.000	10.000	 
5638.0	1	sp|Q6GPH4|XAF1_HUMAN	 	57.8	301	34626	XIAP-associated factor 1 OS=Homo sapiens OX=9606 GN=XAF1 PE=1 SV=1	72	72	1.000	27	23	22	27	23	22	27.000	23.000	22.000	 
5639.0	1	sp|Q6GPH6|IPIL1_HUMAN	 	5.8	555	63395	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 OS=Homo sapiens OX=9606 GN=ITPRIPL1 PE=1 SV=1	5	5	1.000	2	3	0	2	3	0	2.000	3.000	0.000	 
5640.0	1	sp|Q6GQQ9|OTU7B_HUMAN	 	5.8	843	92525	OTU domain-containing protein 7B OS=Homo sapiens OX=9606 GN=OTUD7B PE=1 SV=1	3	3	1.000	0	3	0	0	3	0	0.000	3.000	0.000	 
5641.0	1	sp|Q6GTX8|LAIR1_HUMAN	 	39.4	287	31412	Leukocyte-associated immunoglobulin-like receptor 1 OS=Homo sapiens OX=9606 GN=LAIR1 PE=1 SV=1	34	34	1.000	9	14	11	9	14	11	9.000	14.000	11.000	 
5642.0	1	sp|Q6GYQ0|RGPA1_HUMAN	 	11.4	2036	229829	Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=RALGAPA1 PE=1 SV=1	57	55	0.965	16	18	23	15	18	22	15.455	18.000	22.537	sp|Q2PPJ7|RGPA2_HUMAN, sp|Q6GYQ0|RGPA1_HUMAN
5643.0	1	sp|Q6H8Q1|ABLM2_HUMAN	 	2.3	611	67812	Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2 PE=1 SV=2	18	1	0.056	4	10	4	0	0	1	0.000	0.000	1.053	sp|O14639|ABLM1_HUMAN, sp|O94929|ABLM3_HUMAN, sp|Q08495|DEMA_HUMAN, sp|Q6H8Q1|ABLM2_HUMAN
5644.0	1	sp|Q6I9Y2|THOC7_HUMAN	 	57.4	204	23743	THO complex subunit 7 homolog OS=Homo sapiens OX=9606 GN=THOC7 PE=1 SV=3	119	119	1.000	38	44	37	38	44	37	38.000	44.000	37.000	 
5645.0	1	sp|Q6IA17|SIGIR_HUMAN	 	8.5	410	45679	Single Ig IL-1-related receptor OS=Homo sapiens OX=9606 GN=SIGIRR PE=1 SV=3	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000	 
5646.0	1	sp|Q6IA69|NADE_HUMAN	 	19.8	706	79284	Glutamine-dependent NAD(+) synthetase OS=Homo sapiens OX=9606 GN=NADSYN1 PE=1 SV=3	67	67	1.000	19	25	23	19	25	23	19.000	25.000	23.000	 
5647.0	1	sp|Q6IA86|ELP2_HUMAN	 	25.5	826	92499	Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2	45	45	1.000	13	20	12	13	20	12	13.000	20.000	12.000	 
5648.0	1	sp|Q6IAA8|LTOR1_HUMAN	 	69.6	161	17745	Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2	125	125	1.000	46	36	43	46	36	43	46.000	36.000	43.000	 
5649.0	1	sp|Q6IAN0|DRS7B_HUMAN	 	15.4	325	35119	Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens OX=9606 GN=DHRS7B PE=1 SV=2	11	11	1.000	3	3	5	3	3	5	3.000	3.000	5.000	 
5650.0	1	sp|Q6IBS0|TWF2_HUMAN	 	64.5	349	39548	Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2	245	200	0.816	89	94	62	71	77	52	85.860	91.544	60.387	sp|Q12792|TWF1_HUMAN, sp|Q6IBS0|TWF2_HUMAN
5651.0	1	sp|Q6IBW4|CNDH2_HUMAN	 	14.9	605	68226	Condensin-2 complex subunit H2 OS=Homo sapiens OX=9606 GN=NCAPH2 PE=1 SV=1	34	32	0.941	11	12	11	10	11	11	11.000	12.000	11.000	REV_Q96JN2, sp|Q6IBW4|CNDH2_HUMAN
5652.0	1	sp|Q6IC98|GRAM4_HUMAN	 	32.4	578	66407	GRAM domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GRAMD4 PE=1 SV=1	67	67	1.000	23	22	22	23	22	22	23.000	22.000	22.000	 
5653.0	1	sp|Q6ICG6|K0930_HUMAN	 	28.0	404	45794	Uncharacterized protein KIAA0930 OS=Homo sapiens OX=9606 GN=KIAA0930 PE=1 SV=1	32	32	1.000	11	14	7	11	14	7	11.000	14.000	7.000	 
5654.0	1	sp|Q6ICH7|ASPH2_HUMAN	 	11.4	369	41698	Aspartate beta-hydroxylase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ASPHD2 PE=2 SV=1	13	13	1.000	5	3	5	5	3	5	5.000	3.000	5.000	 
5655.0	1	sp|Q6ICL3|TNG2_HUMAN	 	37.0	276	30937	Transport and Golgi organization protein 2 homolog OS=Homo sapiens OX=9606 GN=TANGO2 PE=1 SV=1	20	20	1.000	5	9	6	5	9	6	5.000	9.000	6.000	 
5656.0	1	sp|Q6IE81|JADE1_HUMAN	 	12.6	842	95532	Protein Jade-1 OS=Homo sapiens OX=9606 GN=JADE1 PE=1 SV=1	27	19	0.704	9	8	10	6	6	7	6.600	6.414	7.875	sp|Q6IE81|JADE1_HUMAN, sp|Q9NQC1|JADE2_HUMAN
5657.0	1	sp|Q6IEG0|SNR48_HUMAN	 	30.1	339	39965	U11/U12 small nuclear ribonucleoprotein 48 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP48 PE=1 SV=2	30	30	1.000	8	12	10	8	12	10	8.000	12.000	10.000	 
5658.0	1	sp|Q6IN84|MRM1_HUMAN	 	19.8	353	38638	rRNA methyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=MRM1 PE=1 SV=1	28	28	1.000	8	13	7	8	13	7	8.000	13.000	7.000	 
5659.0	1	sp|Q6IN85|P4R3A_HUMAN	 	31.6	833	95367	Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1	205	145	0.707	76	72	57	55	48	42	73.333	68.211	54.600	sp|Q5MIZ7|P4R3B_HUMAN, sp|Q6IN85|P4R3A_HUMAN
5660.0	1	sp|Q6IPR1|ETFR1_HUMAN	 	30.0	90	10864	Electron transfer flavoprotein regulatory factor 1 OS=Homo sapiens OX=9606 GN=ETFRF1 PE=1 SV=2	15	15	1.000	4	7	4	4	7	4	4.000	7.000	4.000	 
5661.0	1	sp|Q6IPR3|TYW3_HUMAN	 	40.2	259	29794	tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens OX=9606 GN=TYW3 PE=2 SV=2	22	22	1.000	6	10	6	6	10	6	6.000	10.000	6.000	 
5662.0	1	sp|Q6IPU0|CENPP_HUMAN	 	15.3	288	33165	Centromere protein P OS=Homo sapiens OX=9606 GN=CENPP PE=1 SV=1	11	11	1.000	5	4	2	5	4	2	5.000	4.000	2.000	 
5663.0	1	sp|Q6IQ19|CCSAP_HUMAN	 	10.0	270	30216	Centriole, cilia and spindle-associated protein OS=Homo sapiens OX=9606 GN=CCSAP PE=1 SV=2	11	11	1.000	3	3	5	3	3	5	3.000	3.000	5.000	 
5664.0	1	sp|Q6IQ20|NAPEP_HUMAN	 	7.1	393	45595	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens OX=9606 GN=NAPEPLD PE=1 SV=2	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	 
5665.0	1	sp|Q6IQ21|ZN770_HUMAN	 	22.3	691	80006	Zinc finger protein 770 OS=Homo sapiens OX=9606 GN=ZNF770 PE=1 SV=1	40	40	1.000	15	13	12	15	13	12	15.000	13.000	12.000	 
5666.0	1	sp|Q6IQ22|RAB12_HUMAN	 	39.3	244	27248	Ras-related protein Rab-12 OS=Homo sapiens OX=9606 GN=RAB12 PE=1 SV=3	57	27	0.474	19	25	13	8	12	7	8.142	12.274	7.084	sp|O95716|RAB3D_HUMAN, sp|P20336|RAB3A_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96AX2|RAB37_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q96E17|RAB3C_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN
5667.0	1	sp|Q6IQ26|DEN5A_HUMAN	 	8.3	1287	147094	DENN domain-containing protein 5A OS=Homo sapiens OX=9606 GN=DENND5A PE=1 SV=2	10	8	0.800	4	5	1	3	4	1	3.600	4.667	1.000	sp|Q6IQ26|DEN5A_HUMAN, sp|Q6ZUT9|DEN5B_HUMAN
5668.0	1	sp|Q6IQ32|ADNP2_HUMAN	 	12.9	1131	122832	Activity-dependent neuroprotector homeobox protein 2 OS=Homo sapiens OX=9606 GN=ADNP2 PE=1 SV=1	27	27	1.000	7	12	8	7	12	8	7.000	12.000	8.000	 
5669.0	1	sp|Q6IQ49|SDE2_HUMAN	 	39.5	451	49741	Replication stress response regulator SDE2 OS=Homo sapiens OX=9606 GN=SDE2 PE=1 SV=1	97	94	0.969	35	30	32	34	30	30	34.205	30.000	30.405	 
5670.0	1	sp|Q6JBY9|CPZIP_HUMAN	 	63.2	416	44503	CapZ-interacting protein OS=Homo sapiens OX=9606 GN=RCSD1 PE=1 SV=1	985	985	1.000	335	327	323	335	327	323	335.000	327.000	323.000	 
5671.0	1	sp|Q6JQN1|ACD10_HUMAN	 	15.9	1059	118833	Acyl-CoA dehydrogenase family member 10 OS=Homo sapiens OX=9606 GN=ACAD10 PE=1 SV=1	45	45	1.000	14	19	12	14	19	12	14.000	19.000	12.000	 
5672.0	1	sp|Q6K0P9|IFIX_HUMAN	 	48.8	492	55065	Pyrin and HIN domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PYHIN1 PE=1 SV=1	356	108	0.303	124	116	116	33	39	36	39.006	44.854	42.000	sp|Q16666|IF16_HUMAN, sp|Q6K0P9|IFIX_HUMAN
5673.0	1	sp|Q6KB66|K2C80_HUMAN	 	6.9	452	50525	Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2	5	2	0.400	2	1	2	1	0	1	1.007	0.000	1.005	CONT_073|gi|87303|pir||JS0487, CONT_102|gi|88044|pir||S01068, sp|P04264|K2C1_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q6KB66|K2C80_HUMAN
5674.0	1	sp|Q6KC79|NIPBL_HUMAN	 	31.6	2804	316048	Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2	414	414	1.000	128	152	134	128	152	134	128.000	152.000	134.000	 
5675.0	1	sp|Q6KCM7|SCMC2_HUMAN	 	12.4	469	52662	Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Homo sapiens OX=9606 GN=SLC25A25 PE=1 SV=1	12	9	0.750	3	4	5	3	3	3	3.000	3.750	4.500	sp|Q6KCM7|SCMC2_HUMAN, sp|Q9BV35|SCMC3_HUMAN
5676.0	1	sp|Q6L8Q7|PDE12_HUMAN	 	43.7	609	67351	2',5'-phosphodiesterase 12 OS=Homo sapiens OX=9606 GN=PDE12 PE=1 SV=2	89	89	1.000	27	37	25	27	37	25	27.000	37.000	25.000	 
5677.0	1	sp|Q6MZP7|LIN54_HUMAN	 	31.9	749	79493	Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3	60	60	1.000	22	20	18	22	20	18	22.000	20.000	18.000	 
5678.0	1	sp|Q6MZQ0|PRR5L_HUMAN	 	5.4	368	40835	Proline-rich protein 5-like OS=Homo sapiens OX=9606 GN=PRR5L PE=1 SV=2	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	 
5679.0	1	sp|Q6N021|TET2_HUMAN	 	10.6	2002	223809	Methylcytosine dioxygenase TET2 OS=Homo sapiens OX=9606 GN=TET2 PE=1 SV=3	27	26	0.963	10	6	11	9	6	11	9.562	6.000	11.000	sp|O43151|TET3_HUMAN, sp|Q6N021|TET2_HUMAN
5680.0	1	sp|Q6N022|TEN4_HUMAN	 	8.1	2769	307953	Teneurin-4 OS=Homo sapiens OX=9606 GN=TENM4 PE=1 SV=2	27	26	0.963	20	2	5	19	2	5	19.905	2.000	5.000	sp|Q6N022|TEN4_HUMAN, sp|Q9UKZ4|TEN1_HUMAN
5681.0	1	sp|Q6N043|Z280D_HUMAN	 	29.0	979	109284	Zinc finger protein 280D OS=Homo sapiens OX=9606 GN=ZNF280D PE=1 SV=3	82	74	0.902	28	28	26	26	25	23	26.881	26.172	24.169	sp|Q6N043|Z280D_HUMAN, sp|Q8ND82|Z280C_HUMAN
5682.0	1	sp|Q6N069|NAA16_HUMAN	 	37.0	864	101461	N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA16 PE=1 SV=2	164	85	0.518	56	62	46	33	28	24	38.460	34.849	28.591	sp|Q6N069|NAA16_HUMAN, sp|Q9BXJ9|NAA15_HUMAN
5683.0	1	sp|Q6NSI8|K1841_HUMAN	 	3.2	718	82006	Uncharacterized protein KIAA1841 OS=Homo sapiens OX=9606 GN=KIAA1841 PE=2 SV=2	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
5684.0	1	sp|Q6NSJ2|PHLB3_HUMAN	 	7.7	640	71911	Pleckstrin homology-like domain family B member 3 OS=Homo sapiens OX=9606 GN=PHLDB3 PE=2 SV=3	4	4	1.000	2	0	2	2	0	2	2.000	0.000	2.000	 
5685.0	1	sp|Q6NSJ5|LRC8E_HUMAN	 	4.3	796	90246	Volume-regulated anion channel subunit LRRC8E OS=Homo sapiens OX=9606 GN=LRRC8E PE=1 SV=2	13	2	0.154	4	4	5	1	0	1	1.061	0.000	1.083	sp|Q6NSJ5|LRC8E_HUMAN, sp|Q6P9F7|LRC8B_HUMAN, sp|Q8IWT6|LRC8A_HUMAN, sp|Q8TDW0|LRC8C_HUMAN
5686.0	1	sp|Q6NSZ9|ZSC25_HUMAN	 	22.6	544	61474	Zinc finger and SCAN domain-containing protein 25 OS=Homo sapiens OX=9606 GN=ZSCAN25 PE=1 SV=3	21	21	1.000	5	7	9	5	7	9	5.000	7.000	9.000	 
5687.0	1	sp|Q6NT16|S18B1_HUMAN	 	4.2	456	48868	MFS-type transporter SLC18B1 OS=Homo sapiens OX=9606 GN=SLC18B1 PE=1 SV=1	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
5688.0	1	sp|Q6NT55|CP4FN_HUMAN	 	6.4	531	61958	Cytochrome P450 4F22 OS=Homo sapiens OX=9606 GN=CYP4F22 PE=2 SV=1	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000	 
5689.0	1	sp|Q6NT76|HMBX1_HUMAN	 	16.4	420	47278	Homeobox-containing protein 1 OS=Homo sapiens OX=9606 GN=HMBOX1 PE=1 SV=1	18	18	1.000	6	6	6	6	6	6	6.000	6.000	6.000	 
5690.0	1	sp|Q6NTE8|MRNIP_HUMAN	 	29.4	343	37743	MRN complex-interacting protein OS=Homo sapiens OX=9606 GN=MRNIP PE=1 SV=2	19	19	1.000	7	7	5	7	7	5	7.000	7.000	5.000	 
5691.0	1	sp|Q6NUJ5|PWP2B_HUMAN	 	7.6	590	63966	PWWP domain-containing protein 2B OS=Homo sapiens OX=9606 GN=PWWP2B PE=1 SV=3	6	6	1.000	1	3	2	1	3	2	1.000	3.000	2.000	 
5692.0	1	sp|Q6NUK1|SCMC1_HUMAN	 	43.8	477	53354	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2	454	454	1.000	156	152	146	156	152	146	156.000	152.000	146.000	 
5693.0	1	sp|Q6NUK4|REEP3_HUMAN	 	40.0	255	29264	Receptor expression-enhancing protein 3 OS=Homo sapiens OX=9606 GN=REEP3 PE=1 SV=1	37	37	1.000	12	15	10	12	15	10	12.000	15.000	10.000	 
5694.0	1	sp|Q6NUM9|RETST_HUMAN	 	25.1	610	66819	All-trans-retinol 13,14-reductase OS=Homo sapiens OX=9606 GN=RETSAT PE=1 SV=2	36	36	1.000	12	15	9	12	15	9	12.000	15.000	9.000	 
